date,sku,UnitsSold,UnitPriceLKR,PromotionFlag,PromotionType,StockoutFlag,DemandExceededSupply,LostSalesQty
2023-01-01,LK-RIC-XAJI0,28,301.87,False,,0,0,0
2023-01-01,LK-RIC-ZMF8M,8,1440.26,False,,0,0,0
2023-01-01,LK-RIC-ZBIKC,21,217.19,True,Discount,1,1,4
2023-01-01,LK-RIC-UY41I,6,1546.79,False,,0,0,0
2023-01-01,LK-RIC-6OH9S,12,280.22,False,,0,0,0
2023-01-01,LK-RIC-MKFAZ,22,229.97,False,,0,0,0
2023-01-01,LK-RIC-C58DR,12,376.94,False,,0,0,0
2023-01-01,LK-RIC-EIMVI,13,308.45,False,,0,0,0
2023-01-01,LK-RIC-3GDPP,14,984.19,False,,0,0,0
2023-01-01,LK-RIC-B9487,20,265.32,False,,0,0,0
2023-01-01,LK-RIC-RGHC0,14,201.08,False,,1,0,0
2023-01-01,LK-RIC-BCXUL,8,259.6,False,,1,0,0
2023-01-01,LK-RIC-5NF4Z,19,377.05,False,,1,0,0
2023-01-01,LK-RIC-R64DP,13,1543.83,False,,1,1,11
2023-01-01,LK-RIC-L6246,10,375.89,False,,1,0,0
2023-01-01,LK-RIC-3J2D5,20,1525.95,False,,0,0,0
2023-01-01,LK-RIC-7E8G8,18,403.09,False,,1,0,0
2023-01-01,LK-RIC-0HP87,17,1552.83,False,,1,0,0
2023-01-01,LK-RIC-KPUXQ,15,538.09,False,,0,0,0
2023-01-01,LK-RIC-4COWG,15,243.58,False,,1,1,5
2023-01-01,LK-RIC-TUL1P,27,363.27,False,,0,0,0
2023-01-01,LK-RIC-6CFNF,10,245.8,False,,1,0,0
2023-01-01,LK-RIC-0TVHH,8,221.16,False,,0,0,0
2023-01-01,LK-RIC-JLQM5,9,247.95,False,,1,0,0
2023-01-01,LK-RIC-E8QJN,18,268.33,True,Discount,1,1,33
2023-01-01,LK-RIC-4VE92,37,315.01,True,Discount,0,0,0
2023-01-01,LK-RIC-3TRP0,31,320.3,False,,1,0,0
2023-01-01,LK-RIC-ZJA8D,15,1220.58,False,,0,0,0
2023-01-01,LK-RIC-LZJJE,14,342.45,False,,0,0,0
2023-01-01,LK-RIC-ZEBBK,13,1246.92,False,,1,1,4
2023-01-01,LK-RIC-FUK9E,7,260.54,False,,0,0,0
2023-01-01,LK-RIC-HXFGC,9,347.84,False,,0,0,0
2023-01-01,LK-RIC-EIFJF,7,334.35,False,,0,0,0
2023-01-01,LK-RIC-VAIY4,8,382.6,False,,0,0,0
2023-01-01,LK-RIC-LYK83,17,354.49,False,,1,0,0
2023-01-01,LK-RIC-PBJEK,12,296.89,False,,1,0,0
2023-01-01,LK-RIC-49ITN,13,347.64,False,,0,0,0
2023-01-01,LK-RIC-1N759,15,263.51,False,,1,1,4
2023-01-01,LK-RIC-SQ0OX,23,373.56,False,,1,0,0
2023-01-01,LK-RIC-I6FQJ,14,389.44,False,,0,0,0
